id,Address,Response_Address,Response_X,Response_Y
78,桃園市中壢區元化路159號4樓,,,
79,桃園市桃園區三民路一段200號,,,
80,桃園市新屋區中山路269號3、4樓,,,
81,桃園市中壢區正大街55號,,,
82,桃園市平鎮區廣成街10號4樓,,,
83,桃園市觀音區觀新路52號,,,
84,桃園市楊梅區大模街10號3樓,,,
85,桃園市桃園區國豐二街6號,,,
86,桃園市平鎮區延平路一段168號,,,
87,桃園市大溪區永昌路80號3樓,,,
88,桃園市楊梅區民族路五段107巷63號,,,
89,桃園市蘆竹區大新路26號1、2樓,,,
90,桃園市八德區興豐路287號3樓,,,
91,桃園市龜山區文化七路118巷7號2樓,,,
92,桃園市中壢區松勇二街61號4、5樓,,,
93,桃園市龜山區自強南路97號2樓,,,
94,桃園市中壢區文化二路219號1-2樓,,,
95,桃園市中壢區中山東路四段26號4樓,,,
96,桃園市觀音區新坡里新生路76巷5弄2號,,,
97,臺中市民權路400號,,,
98,臺中市豐原區圓環北路一段355號2樓,,,
99,臺中市沙鹿區福幼街8號2樓,,,
100,臺中市大里區新光路32號,,,
101,臺中市大甲區水源路169號2樓,,,
102,臺中市南屯區南屯路2段407號,,,
103,臺中市太平區中山路一段213號,,,
104,臺中市石岡區和盛街13巷50號,,,
105,臺中市太平區明德里德明路422號,,,
106,臺中市和平區東崎路二段三叉巷8號,,,
107,臺中市大雅區民生路一段196號,,,
108,臺中市后里區文明路77號,,,
109,臺南市新市區富強路16巷1號4-5樓,,,
110,臺南市安平區中華西路二段315號1樓,,,
111,臺南市佳里區安北路116號2樓,,,
112,臺南市仁德區德南路68號4樓,,,
113,臺南市新營區中正路32號,,,
114,臺南市善化區三民路6-6號2樓,,,
115,臺南市東區裕文路62號,,,
116,臺南市麻豆區和平路11號,,,
117,臺南市歸仁區仁愛南街288號2樓,,,
118,臺南市南區三官路176巷5弄19號,,,
119,臺南市鹽水區三福路14號3樓,,,
120,臺南市七股區大埕里大埕380號2樓,,,
121,高雄市前鎮區信義里同安路120號,,,
122,高雄市三民區九如一路775號,,,
123,高雄市三民區陽明路300號2樓,,,
124,高雄市前鎮區廣東三街73號2樓,,,
125,高雄市仁武區中正路94號,,,
126,高雄市前鎮區二聖二路194號,,,
127,高雄市大寮區鳳林三路315-22號2樓,,,
128,高雄市小港區康莊路80號2樓,,,
129,高雄市岡山區河堤路二段122號,,,
130,高雄市林園區林園北路191號2樓,,,
131,高雄市路竹區中正路51號2F,,,
132,高雄市前金區中正四路261號2樓,,,
133,高雄市旗山區中正路199號1樓,,,
134,高雄市楠梓區後昌路960巷19號3樓,,,
135,高雄市彌陀區中華路1巷5弄2號,,,
136,高雄市左營區富民路435號2樓,,,
137,高雄市大樹區久堂路128號1樓,,,
138,高雄市美濃區中正路二段351號,,,
139,高雄市旗津區旗津三路900巷1弄33號,,,
140,高雄市桃源區南進巷180-10號3樓,,,
141,高雄市那瑪夏區達卡努瓦里大光巷236號,,,
142,宜蘭市神農里民權路1段65號3樓,,,
143,宜蘭縣蘇澳鎮隘丁里隘丁路36號,,,
144,宜蘭市中山路2段462號3樓,,,
145,宜蘭縣壯圍鄉古亭路81號,,,
146,宜蘭縣礁溪鄉龍潭村育龍路 71 號,,,
147,宜蘭縣員山鄉新城路84-4號,,,
148,宜蘭縣冬山鄉安中路35號,,,
149,宜蘭縣頭城鎮復興路145號,,,
150,宜蘭縣三星鄉月眉街54號,,,
151,宜蘭縣五結鄉五結中路一段500號,,,
152,宜蘭縣羅東鎮公正路199號,,,
153,宜蘭縣南澳鄉中正路52號,,,
154,宜蘭縣大同鄉泰雅路五段70號,,,
155,新竹縣竹北市縣政二路620號1樓,,,
156,苗栗市金鳳街22號1樓,,,
157,苗栗縣大湖鄉靜湖村和平路28號,,,
158,苗栗縣竹南鎮公義路936號,,,
159,苗栗縣苑裡鎮彎麗路101號,,,
160,彰化縣員林市大同路二段273號1、2樓,,,
161,彰化縣彰化市金馬路三段656號3樓,,,
162,彰化縣鹿港鎮正興路66號2、3樓,,,
163,彰化縣二林鎮明德街249號,,,
164,彰化縣和美鎮惠來五街45號2樓,,,
165,南投縣南投市南崗二路87號1樓,,,
166,南投縣埔里鎮育英街20號,,,
167,南投縣竹山鎮鯉南路19之18號,,,
168,雲林縣西螺鎮中山路227號2樓(兒福館2樓),,,
169,雲林縣北港鎮文化路246號3樓,,,
170,虎尾鎮光明路70號,,,
171,斗南鎮莒光街30號,,,
172,斗六市府前街58號,,,
173,嘉義縣朴子市山通路7號,,,
174,屏東市華正路95號108室(社福館1樓),,,
175,屏東縣潮州鎮光春路292號(潮州多元社福園區),,,
176,屏東縣九如鄉九如路二段3-1號3樓,,,
177,屏東縣恆春鎮文化路33號1樓,,,
178,臺東縣臺東市中華路1段684號1樓,,,
179,臺東縣成功鎮三民路18號1樓(三民國小),,,
180,臺東縣大武鄉大武街21巷1號2樓,,,
181,臺東縣關山鎮中華路二十一號,,,
182,花蓮縣花蓮市文苑路12號4樓,,,
183,花蓮縣玉里鎮莊敬路8號2樓,,,
184,花蓮縣豐濱鄉豐濱村民權街63號,,,
185,澎湖縣馬公市貿商街60號2樓(兒少福利中心),,,
186,基隆市麥金路482號3樓,,,
187,基隆市七堵區自治街15號2樓(家庭服務中心2F),,,
188,基隆市中山區西定路230號2樓,,,
189,基隆市暖暖區暖暖街350號1樓,,,
190,基隆市仁愛區光一路28號5樓,,,
191,基隆市中正區調和街3號2樓,,,
192,新竹市中央路241號3樓,,,
193,新竹市育德街188號1樓,,,
194,新竹市南勢六街11號2樓,,,
195,嘉義市興業東路555號2樓(兒童福利服務中心2樓),,,
196,嘉義市德安路6號(婦女福利服務中心5F),,,
197,金門縣金湖鎮瓊徑路35號1樓,,,
198,金門縣金湖鎮林森路2-7號,,,
199,金門縣烈嶼鄉西口村西方76號2樓,,,
200,連江縣東引鄉中柳村94-2號,,,
201,連江縣南竿鄉清水村131號2樓,,,
